code,bgm_id,title,director,企画,製作,publish_date
2024-24-01,486704,セフレのセンパイ THE ANIMATION 第1巻,わたせとしひろ,ふじけん,,2024-06-28
2024-24-02,486704,セフレのセンパイ THE ANIMATION 第2巻,わたせとしひろ,ふじけん,,2024-06-28
2024-25-01,487560,夏が終わるまで 夏の終わり The Animation 上巻,呀龍,キャプテン秋山、補欠オカダ、ボールボーイ大島,ショーテン,2024-06-28
2024-25-02,487560,夏が終わるまで 夏の終わり The Animation 下巻,呀龍,キャプテン秋山、補欠オカダ、ボールボーイ大島,ショーテン,2024-07-26
2024-26-01,489419,糸を撚る 1,伊藤史夫,Blue Bread、キャプテン秋山,Queen Bee,2024-07-19
2024-26-02,489419,糸を撚る 2,伊藤史夫,Blue Bread、キャプテン秋山,Queen Bee,2024-09-27
2024-27-01,492733,性欲つよつよ THE ANIMATION 第1巻,斉進斉出,ふじけん,ピンクパイナップル,2024-07-26
2024-27-02,492733,性欲つよつよ THE ANIMATION 第2巻,斉進斉出,ふじけん,ピンクパイナップル,2024-07-26
2024-28-01,497172,OVA いまりあ ＃1,雷火剣,あんてきぬすっ,ティーレックス,2024-08-30
2024-28-02,497172,OVA いまりあ ＃2,雷火剣,あんてきぬすっ,ティーレックス,2024-08-30
2024-28-03,497172,OVA いまりあ ＃3,雷火剣,あんてきぬすっ,ティーレックス,2024-12-27
2024-28-04,497172,OVA いまりあ ＃4,雷火剣,あんてきぬすっ,ティーレックス,2024-12-27
2024-29-01,493728,バブルdeハウスde○○○ THE ANIMATION,石射蒼,,ピンクパイナップル,2024-08-30
2024-30-01,496023,リジネッタさんの冒険 第1話 格安別荘は事故物件 浜辺のスライムと謎の遺跡,彩野国男,まんぴーす,魔人,2024-08-30
2024-30-02,496023,リジネッタさんの冒険 第2話 いざ魔界の深淵へ！ 謎のキノコと闇の女王,彩野国男,まんぴーす,魔人,2024-11-29
2024-31-01,482920,セックスが好きで好きで大好きなクラスメイトのあの娘 第1話 気になるあの娘とアルバイト,木之本なつみ,44℃梅毒,メリー・ジェーン,2024-09-06
2024-31-02,482920,セックスが好きで好きで大好きなクラスメイトのあの娘 第2話 初めての撮影！初デート!?,木之本なつみ,44℃梅毒,メリー・ジェーン,2024-10-18
2024-32-01,498203,少年が大人になった夏 第一話,伊藤史夫,Blue Bread、キャプテン秋山,Queen Bee,2024-09-06
2024-32-02,498203,少年が大人になった夏 第二話,伊藤史夫,Blue Bread、キャプテン秋山,Queen Bee,2024-10-25
2024-33-01,501522,祓魔○女シャルロット 第一話 聖衣、着装！エクソシスト、シャルロットが悪霊を祓う！,彩野国男,まんぴーす,魔人,2024-09-27
2024-34-01,503498,OVA 陰キャカップルが陽ギャル達とSEXトレーニングする話 ＃1,雷火剣,ばにぃうぉ〜か〜,ティーレックス,2024-09-27
2024-34-02,503498,OVA 陰キャカップルが陽ギャル達とSEXトレーニングする話 ＃2,雷火剣,ばにぃうぉ〜か〜,ティーレックス,2024-09-27
2024-35-01,505266,メカ技師リスタの大冒険 第一話 電波ジャックで大混乱! ヌルヌル触手を打ち倒せ！,彩野国男,まんぴーす,魔人,2024-10-25
2024-36-01,505269,極限痴漢特異点3 The Animation 布藤依桜里 編,荒木英樹,キャプテン秋山、補欠オカダ、ボールボーイ大島,ショーテン,2024-10-25
2024-37-01,517253,ふたりの夢もち,,,セブン,2024-10-01
2024-38-01,517897,入り浸りギャルにま〇こ使わせて貰う話 ＃1,田中淳次,,セブン,2024-10-04
2024-38-02,517897,入り浸りギャルにま〇こ使わせて貰う話 ＃2,田中淳次,,セブン,2024-10-18
